地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1949/12/31,22:17,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1949/12/31,20:45:36.2,栃木県南部,36°36.1′N,139°41.7′E,0 km,不明,震度２
1949/12/31,20:05,詳細不明,36°44.0′N,139°30.0′E,0 km,不明,震度１
1949/12/31,18:48:55.3,栃木県南部,36°39.3′N,139°42.9′E,2 km,不明,震度２
1949/12/31,18:46:07.3,日高地方中部,42°17.7′N,142°35.0′E,17 km,4.8,震度２
1949/12/31,16:16:04.8,神奈川県東部,35°18.3′N,139°35.4′E,124 km,4.7,震度２
1949/12/31,13:27:49.2,栃木県北部,36°43.9′N,139°38.5′E,6 km,不明,震度１
1949/12/31,11:05:58.2,栃木県北部,36°45.1′N,139°42.2′E,14 km,不明,震度１
1949/12/31,09:35,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1949/12/31,09:23:37.5,茨城県南部,36°03.2′N,139°53.8′E,51 km,不明,震度１
1949/12/30,17:56:45.0,千葉県東方沖,35°41.0′N,140°54.8′E,28 km,5.2,震度３
1949/12/30,11:44:27.6,青森県東方沖,40°53.6′N,142°12.6′E,25 km,不明,震度２
1949/12/30,06:51:41.7,栃木県南部,36°29.9′N,139°37.7′E,8 km,不明,震度１
1949/12/30,06:35:01.7,和歌山県南部,33°54.9′N,135°28.7′E,12 km,不明,震度１
1949/12/29,23:40:33.8,栃木県北部,36°39.4′N,139°38.5′E,8 km,4.4,震度１
1949/12/29,22:44:22.1,栃木県北部,36°41.7′N,139°41.4′E,6 km,不明,震度１
1949/12/29,12:39:38.8,栃木県南部,36°34.5′N,139°45.8′E,5 km,不明,震度１
1949/12/29,10:35:23.3,栃木県南部,36°22.6′N,139°46.9′E,0 km,不明,震度１
1949/12/29,07:23:27.3,栃木県北部,36°42.5′N,139°41.1′E,0 km,4.3,震度１
1949/12/29,06:06:33.3,和歌山県北部,34°06.7′N,135°22.0′E,20 km,不明,震度１
1949/12/29,05:28:18.8,栃木県南部,36°28.1′N,139°50.5′E,0 km,不明,震度１
1949/12/29,03:13:16.6,栃木県南部,36°38.4′N,139°39.9′E,10 km,3.6,震度２
